VZ0010010,SQLCMDELPASTDATA,G0001,B0001,D:\EXPJStudio\log,SQLCMDELPASTDATA.log,1,1
VZ0010010,SQLCMEXPBYALLOCATIONRULE,G0001,B0001,D:\EXPJStudio\log,SQLCMEXPBYALLOCATIONRULE.log,1,1
VZ0010010,SQLCMITEMIF,G0001,B0001,D:\EXPJStudio\log,SQLCMITEMIF.log,1,1
VZ0010010,SQLCMLABORRATECAL,G0001,B0001,D:\EXPJStudio\log,SQLCMLABORRATECAL.log,1,1
VZ0010010,SQLCMLINEITEMLABORPREP,G0001,B0001,D:\EXPJStudio\log,SQLCMLINEITEMLABORPREP.log,1,1
VZ0010010,SQLCMOPRTIMEIF,G0001,B0001,D:\EXPJStudio\log,SQLCMOPRTIMEIF.log,1,1
VZ0010010,SQLCMOPRTIMESUM,G0001,B0001,D:\EXPJStudio\log,SQLCMOPRTIMESUM.log,1,1
VZ0010010,SQLCMPQALLOCATIONSUM,G0001,B0001,D:\EXPJStudio\log,SQLCMPQALLOCATIONSUM.log,1,1
VZ0010010,SQLCMPRICECOSTDATAPREP,G0001,B0001,D:\EXPJStudio\log,SQLCMPRICECOSTDATAPREP.log,1,1
VZ0010010,SQLCMPROCIF,G0001,B0001,D:\EXPJStudio\log,SQLCMPROCIF.log,1,1
VZ0010010,SQLCMPRODCOSTTABLISTPREP,G0001,B0001,D:\EXPJStudio\log,SQLCMPRODCOSTTABLISTPREP.log,1,1
VZ0010010,SQLCMPRODRESULTIF,G0001,B0001,D:\EXPJStudio\log,SQLCMPRODRESULTIF.log,1,1
VZ0010010,SQLCMRCVAMOUNTCAL,G0001,B0001,D:\EXPJStudio\log,SQLCMRCVAMOUNTCAL.log,1,1
VZ0010010,SQLCMRCVISSUEIF,G0001,B0001,D:\EXPJStudio\log,SQLCMRCVISSUEIF.log,1,1
VZ0010010,SQLCMSETSELFTOTALAVGCOST,G0001,B0001,D:\EXPJStudio\log,SQLCMSETSELFTOTALAVGCOST.log,1,1
